0.000000, 5.035652, 0.000000
0.010000, 5.238666, 0.039766
0.020000, 4.914257, 0.080115
0.030000, 5.128533, 0.116866
0.040000, 5.019620, 0.154366
0.050000, 4.961211, 0.190044
0.060000, 4.908020, 0.224344
0.070000, 5.013782, 0.257345
0.080000, 5.057709, 0.290333
0.090000, 5.025212, 0.322822
0.100000, 5.051112, 0.354220
0.110000, 5.049666, 0.385018
0.120000, 4.986138, 0.415013
0.130000, 5.125329, 0.443737
0.140000, 4.948302, 0.472822
0.150000, 4.787726, 0.499764
0.160000, 4.845341, 0.524745
0.170000, 5.181230, 0.549541
0.180000, 4.957031, 0.576353
0.190000, 4.904009, 0.600706
0.200000, 4.916143, 0.624015
0.210000, 4.925368, 0.646822
0.220000, 4.951710, 0.669117
0.230000, 4.950851, 0.691047
0.240000, 4.978617, 0.712408
0.250000, 5.149099, 0.733439
0.260000, 5.007357, 0.755278
0.270000, 5.127905, 0.775436
0.280000, 5.076993, 0.796029
0.290000, 5.033577, 0.815692
0.300000, 4.941368, 0.834507
0.310000, 4.954031, 0.852110
0.320000, 4.976494, 0.869363
0.330000, 4.874021, 0.886349
0.340000, 5.214616, 0.902091
0.350000, 5.098833, 0.920118
0.360000, 4.932221, 0.936768
0.370000, 4.902261, 0.951675
0.380000, 4.984843, 0.965963
0.390000, 5.075433, 0.980537
0.400000, 4.973035, 0.995452
0.410000, 4.871248, 1.009175
0.420000, 4.908726, 1.021742
0.430000, 4.997193, 1.034283
0.440000, 5.116261, 1.047201
0.450000, 4.995051, 1.060727
0.460000, 5.092224, 1.072949
0.470000, 4.947752, 1.085624
0.480000, 4.997353, 1.096834
0.490000, 5.013925, 1.108147
0.500000, 4.836086, 1.119301
0.510000, 4.772893, 1.128765
0.520000, 5.039967, 1.137486
0.530000, 4.984674, 1.148093
0.540000, 5.116683, 1.157990
0.550000, 4.993563, 1.168677
0.560000, 4.960326, 1.178116
0.570000, 4.946505, 1.187051
0.580000, 5.065180, 1.195648
0.590000, 5.050161, 1.204961
0.600000, 5.085992, 1.213916
0.610000, 5.195766, 1.222924
0.620000, 5.060982, 1.232569
0.630000, 4.828849, 1.240901
0.640000, 5.013371, 1.247186
0.650000, 5.150018, 1.254767
0.660000, 4.900334, 1.263233
0.670000, 4.997574, 1.269510
0.680000, 4.850164, 1.276393
0.690000, 5.037539, 1.281936
0.700000, 4.951807, 1.288816
0.710000, 4.844326, 1.294843
0.720000, 5.055996, 1.299866
0.730000, 5.212952, 1.306431
0.740000, 5.064416, 1.314068
0.750000, 4.982488, 1.320336
0.760000, 5.309188, 1.325796
0.770000, 4.933092, 1.333695
0.780000, 5.111285, 1.338422
0.790000, 5.076570, 1.344435
0.800000, 5.075726, 1.350020
0.810000, 5.007837, 1.355454
0.820000, 4.864431, 1.360213
0.830000, 5.067604, 1.363717
0.840000, 5.023009, 1.368735
0.850000, 4.859342, 1.373273
0.860000, 5.281527, 1.376402
0.870000, 5.158462, 1.382784
0.880000, 5.005711, 1.388031
0.890000, 4.887441, 1.391937
0.900000, 4.939875, 1.394809
0.910000, 4.971282, 1.398021
0.920000, 5.001034, 1.401398
0.930000, 4.916306, 1.404924
0.940000, 4.913224, 1.407691
0.950000, 4.951237, 1.410362
0.960000, 4.912310, 1.413264
0.970000, 5.118570, 1.415785
0.980000, 4.911220, 1.419870
0.990000, 5.064900, 1.422212
1.000000, 5.217766, 1.425708
1.010000, 4.907534, 1.430322
1.020000, 5.052506, 1.432367
1.030000, 4.940582, 1.435504
1.040000, 4.978077, 1.437678
1.050000, 4.864861, 1.440091
1.060000, 5.177892, 1.441549
1.070000, 5.011703, 1.445441
1.080000, 4.989281, 1.447920
1.090000, 5.003063, 1.450160
1.100000, 4.987212, 1.452450
1.110000, 4.896793, 1.454556
1.120000, 4.990426, 1.455895
1.130000, 5.107719, 1.457938
1.140000, 5.215603, 1.460856
1.150000, 5.009212, 1.464550
1.160000, 4.760381, 1.466520
1.170000, 5.145026, 1.466474
1.180000, 4.989589, 1.469467
1.190000, 5.137772, 1.471155
1.200000, 5.098208, 1.473970
1.210000, 4.988754, 1.476401
1.220000, 4.919686, 1.477905
1.230000, 5.140480, 1.478825
1.240000, 4.920962, 1.481465
1.250000, 4.938850, 1.482304
1.260000, 5.101671, 1.483262
1.270000, 5.040750, 1.485482
1.280000, 4.843599, 1.487163
1.290000, 4.983850, 1.487245
1.300000, 4.987909, 1.488432
1.310000, 4.988186, 1.489620
1.320000, 5.038266, 1.490780
1.330000, 4.861952, 1.492306
1.340000, 4.958855, 1.492401
1.350000, 4.862187, 1.493258
1.360000, 5.077646, 1.493330
1.370000, 5.120868, 1.495101
1.380000, 4.981654, 1.497169
1.390000, 5.038421, 1.498083
1.400000, 5.070291, 1.499423
1.410000, 5.049192, 1.500980
